PMID,Title,csv_name,SentenceIndex,Sentence
38229119,Causal relationships between type 1 diabetes mellitus and Alzheimer's disease and Parkinson's disease: a bidirectional two-sample Mendelian randomization study.,ALZ_T2DM,8,"In the reverse direction, no evidence of reverse causality was observed between AD (OR = 1.010, 95% CI: 0.911-1.116, p = 0.881) or PD (OR = 1.164, 95% CI: 0.686-2.025, p = 0.5202) and T1DM."
38229119,Causal relationships between type 1 diabetes mellitus and Alzheimer's disease and Parkinson's disease: a bidirectional two-sample Mendelian randomization study.,ALZ_T2DM,9,"Additionally, our analysis found no indications of the results being influenced by horizontal pleiotropy."
38229119,Causal relationships between type 1 diabetes mellitus and Alzheimer's disease and Parkinson's disease: a bidirectional two-sample Mendelian randomization study.,ALZ_T2DM,10,"CONCLUSION: This MR study reveals that T1DM is associated with a reduced genetic susceptibility to PD, whereas no significant genetic susceptibility is observed between T1DM and AD."
38229119,Causal relationships between type 1 diabetes mellitus and Alzheimer's disease and Parkinson's disease: a bidirectional two-sample Mendelian randomization study.,ALZ_T2DM,11,These findings suggest that T1DM may have a distinct role in the development of neurodegenerative diseases compared to T2D.
38229119,Causal relationships between type 1 diabetes mellitus and Alzheimer's disease and Parkinson's disease: a bidirectional two-sample Mendelian randomization study.,ALZ_T2DM,12,Further investigations are warranted to elucidate the underlying mechanisms and provide a more comprehensive understanding of this relationship.
30023655,Influence of Hyperglycemic Conditions on Self-Association of the Alzheimer's Amyloid β (Aβ(1-42)) Peptide.,ALZ_T2DM,0,Clinical studies have identified a correlation between type-2 diabetes mellitus and cognitive decrements en route to the onset of Alzheimer's disease (AD).
30023655,Influence of Hyperglycemic Conditions on Self-Association of the Alzheimer's Amyloid β (Aβ(1-42)) Peptide.,ALZ_T2DM,1,"Recent studies have established that post-translational modifications of the amyloid β (Aβ) peptide occur under hyperglycemic conditions; particularly, the process of glycation exacerbates its neurotoxicity and accelerates AD progression."
30023655,Influence of Hyperglycemic Conditions on Self-Association of the Alzheimer's Amyloid β (Aβ(1-42)) Peptide.,ALZ_T2DM,2,"In view of the assertion that macromolecular crowding has an altering effect on protein self-assembly, macromolecular crowding is crucial to characterize the effects of hyperglycemic conditions via crowding on Aβ self-assembly."
30023655,Influence of Hyperglycemic Conditions on Self-Association of the Alzheimer's Amyloid β (Aβ(1-42)) Peptide.,ALZ_T2DM,3,"Toward this purpose, fully atomistic molecular dynamics simulations were performed to study the effects of glucose crowding on Aβ dimerization, dimers formed in the glucose-crowded environment is the smallest known neurotoxic species."
30023655,Influence of Hyperglycemic Conditions on Self-Association of the Alzheimer's Amyloid β (Aβ(1-42)) Peptide.,ALZ_T2DM,4,The dimers formed in the glucose-crowded environment were found to have weaker associations as compared to that of dimers formed in water formed in water.
30023655,Influence of Hyperglycemic Conditions on Self-Association of the Alzheimer's Amyloid β (Aβ(1-42)) Peptide.,ALZ_T2DM,5,Binding free energy calculations show dimers formed in the glucose-crowded environment the reduced binding strength of the dimers can be mainly attributed to the overall weakening of the dispersion interactions correlated with substantial loss of interpeptide contacts in the hydrophobic patches of the Aβ units.
30023655,Influence of Hyperglycemic Conditions on Self-Association of the Alzheimer's Amyloid β (Aβ(1-42)) Peptide.,ALZ_T2DM,6,"Analysis to discern the differential solvation pattern in the glucose-crowded and pure water systems revealed glucose molecules cluster around the protein glucose molecules cluster around the protein, at a distance of 5-7 Å, which traps the water molecules in close association with the protein surface."
30023655,Influence of Hyperglycemic Conditions on Self-Association of the Alzheimer's Amyloid β (Aβ(1-42)) Peptide.,ALZ_T2DM,7,"This preferential exclusion of glucose molecules and resulting hydration of the Aβ peptides has a screening effect on the hydrophobic interactions, which in turn diminishes the binding strength of the resulting dimers."
30023655,Influence of Hyperglycemic Conditions on Self-Association of the Alzheimer's Amyloid β (Aβ(1-42)) Peptide.,ALZ_T2DM,8,"Our results imply physical effects attributed to crowded hyperglycemic environments physical effects attributed to crowded hyperglycemic environments are incapable of solely promoting Aβ self-assembly, indicating that further mechanistic studies are required to provide insights into the self-assembly of post-translationally modified Aβ peptides, known to possess aggravated toxicity, under crowded hyperglycemic environments conditions."
40207412,Glycated hemoglobin and body mass index as mediators of GLP-1RAs and Alzheimer's disease and related dementias in patients with type 2 diabetes.,ALZ_T2DM,0,INTRODUCTION: Whether reductions in glycated glycated hemoglobin (HbA1c) levels and body mass index (BMI) mediate the association between glucagon-like peptide-1 receptor Glucagon-like peptide-1 receptor agonists (GLP-1RAs) and Alzheimer's disease and related Alzheimer's disease and related dementias (ADRD) risk is unknown.
40207412,Glycated hemoglobin and body mass index as mediators of GLP-1RAs and Alzheimer's disease and related dementias in patients with type 2 diabetes.,ALZ_T2DM,1,"METHODS: This cohort study included 22,908 patients aged ≥ 50 years with type 2 type 2 diabetes (T2D) newly prescribed Glucagon-like peptide-1 receptor agonist or other second-line glucose-lowering glucose-lowering drugs (GLDs)."
40207412,Glycated hemoglobin and body mass index as mediators of GLP-1RAs and Alzheimer's disease and related dementias in patients with type 2 diabetes.,ALZ_T2DM,2,Causal mediation analysis was used to estimate to what extent the effect of GLP-1RAs on Alzheimer's disease and related dementias risk was attributable to lowering glycated hemoglobin or BMI.
40207412,Glycated hemoglobin and body mass index as mediators of GLP-1RAs and Alzheimer's disease and related dementias in patients with type 2 diabetes.,ALZ_T2DM,3,"RESULTS: Compared to other glucose-lowering drugs users, Glucagon-like peptide-1 receptor agonist users had significant reductions in glycated hemoglobin levels by 0.16% and BMI by 0.23 kg/m(2), along with a 26% lower Alzheimer's disease and related dementias risk."
40207412,Glycated hemoglobin and body mass index as mediators of GLP-1RAs and Alzheimer's disease and related dementias in patients with type 2 diabetes.,ALZ_T2DM,4,"The direct protective effect of Glucagon-like peptide-1 receptor agonist on Alzheimer's disease and related dementias risk persisted even after accounting for glycated hemoglobin and BMI reductions, with minimal mediation effects observed through these factors."
40207412,Glycated hemoglobin and body mass index as mediators of GLP-1RAs and Alzheimer's disease and related dementias in patients with type 2 diabetes.,ALZ_T2DM,5,"DISCUSSION: Glucagon-like peptide-1 receptor agonist reduce Alzheimer's disease and related dementias risk, largely independent of their effects on HbA1c and BMI."
40207412,Glycated hemoglobin and body mass index as mediators of GLP-1RAs and Alzheimer's disease and related dementias in patients with type 2 diabetes.,ALZ_T2DM,6,HIGHLIGHTS: Glucagon-like peptide-1 receptor agonists (GLP-1RAs) were associated with reductions in glycated hemoglobin (HbA1c) and body mass index (BMI) compared to other second-line glucose-lowering drugs(GLDs).
40207412,Glycated hemoglobin and body mass index as mediators of GLP-1RAs and Alzheimer's disease and related dementias in patients with type 2 diabetes.,ALZ_T2DM,7,Glucagon-like peptide-1 receptor agonist users were associated with a 26% lower risk of Alzheimer's disease and related Alzheimer's disease and related dementias (ADRD) than other glucose-lowering drugs users.
40207412,Glycated hemoglobin and body mass index as mediators of GLP-1RAs and Alzheimer's disease and related dementias in patients with type 2 diabetes.,ALZ_T2DM,8,The protective effect of Glucagon-like peptide-1 receptor agonist against Alzheimer's disease and related dementias in adults with type 2 type 2 diabetes (T2D) is largely independent of their effects on HbA1c and BMI.
34537327,Differential involvement of insulin receptor substrate (IRS)-1 and IRS-2 in brain insulin signaling is associated with the effects on amyloid pathology in a mouse model of Alzheimer's disease.,ALZ_T2DM,0,Insulin signaling has been implicated in the metabolism as well as aging and longevity.
34537327,Differential involvement of insulin receptor substrate (IRS)-1 and IRS-2 in brain insulin signaling is associated with the effects on amyloid pathology in a mouse model of Alzheimer's disease.,ALZ_T2DM,1,"Type 2 diabetes mellitus and Type 2 diabetes mellitus core pathology, insulin resistance, has also been implicated in the development of Alzheimer's disease Alzheimer's disease and amyloid-β deposition in humans."
34537327,Differential involvement of insulin receptor substrate (IRS)-1 and IRS-2 in brain insulin signaling is associated with the effects on amyloid pathology in a mouse model of Alzheimer's disease.,ALZ_T2DM,2,"By contrast, genetic ablation of the insulin/IGF-1 signaling insulin/IGF-1 signaling pathway pathway components, e.g."
34537327,Differential involvement of insulin receptor substrate (IRS)-1 and IRS-2 in brain insulin signaling is associated with the effects on amyloid pathology in a mouse model of Alzheimer's disease.,ALZ_T2DM,3,"insulin receptor substrate (IRS)-2, has been documented to suppress amyloid-β accumulation in the brains of transgenic mice overexpressing Alzheimer's disease mutant β-amyloid precursor protein (APP)."
34537327,Differential involvement of insulin receptor substrate (IRS)-1 and IRS-2 in brain insulin signaling is associated with the effects on amyloid pathology in a mouse model of Alzheimer's disease.,ALZ_T2DM,4,"Therefore, the brain insulin/IGF-1 signaling pathway may be a key modifiable molecular target in the insulin/IGF-1 signaling pathway of AD."
34537327,Differential involvement of insulin receptor substrate (IRS)-1 and IRS-2 in brain insulin signaling is associated with the effects on amyloid pathology in a mouse model of Alzheimer's disease.,ALZ_T2DM,5,"IRS-1 and IRS-2 are critical nodes in IIS as substrates for insulin receptor and IGF-1 receptor, although insulin/IGF-1 signaling pathway functional differences between IRS-1 and IRS-2 in the adult brain are yet to be explored."
34537327,Differential involvement of insulin receptor substrate (IRS)-1 and IRS-2 in brain insulin signaling is associated with the effects on amyloid pathology in a mouse model of Alzheimer's disease.,ALZ_T2DM,6,"To examine their relative contribution to the brain insulin/IGF-1 signaling pathway activity and AD pathomechanism, we generated APP transgenic mice lacking either insulin receptor substrate (IRS)-2 or IRS-2."
34537327,Differential involvement of insulin receptor substrate (IRS)-1 and IRS-2 in brain insulin signaling is associated with the effects on amyloid pathology in a mouse model of Alzheimer's disease.,ALZ_T2DM,7,"IRS-1 deficiency had little effects on the brain insulin/IGF-1 signaling pathway pathway associated with compensatory activation of IRS-2, whereas insulin receptor substrate (IRS)-2 deficiency was not fully compensated by activation of IRS-1, and insulin/IGF-1 signaling pathway downstream activation of Akt also was significantly compromised."
34537327,Differential involvement of insulin receptor substrate (IRS)-1 and IRS-2 in brain insulin signaling is associated with the effects on amyloid pathology in a mouse model of Alzheimer's disease.,ALZ_T2DM,8,"Pathological analyses of the cortical tissues showed that the biochemical levels of soluble and insoluble amyloid-β, the amyloid-β histopathology, and tau phosphorylation were not affected by the absence of IRS-1, in contrast to the marked alteration in insulin receptor substrate (IRS)-2 deleted mice."
34537327,Differential involvement of insulin receptor substrate (IRS)-1 and IRS-2 in brain insulin signaling is associated with the effects on amyloid pathology in a mouse model of Alzheimer's disease.,ALZ_T2DM,9,These results suggest the predominance of insulin receptor substrate (IRS)-2 in the insulin receptor substrate (IRS)-2 insulin receptor substrate (IRS)-2 and support the hypothesis that reduced insulin receptor substrate (IRS)-2 exerts anti-amyloid effects in the brain.
38762444,Appendicular lean mass and the risk of stroke and Alzheimer's disease: a mendelian randomization study.,ALZ_T2DM,0,BACKGROUND: Appendicular lean mass (ALM) is a good predictive biomarker for sarcopenia.
38762444,Appendicular lean mass and the risk of stroke and Alzheimer's disease: a mendelian randomization study.,ALZ_T2DM,1,"And previous studies have reported the association between Appendicular lean mass and stroke or Alzheimer's disease (AD), however, the causal relationship is still unclear, The purpose of this study purpose of this study was to evaluate whether genetically predicted Appendicular lean mass is causally associated with the risk of stroke and AD by performing Mendelian randomization (MR) analyses."
38762444,Appendicular lean mass and the risk of stroke and Alzheimer's disease: a mendelian randomization study.,ALZ_T2DM,2,METHODS: A two-sample MR study was designed.
38762444,Appendicular lean mass and the risk of stroke and Alzheimer's disease: a mendelian randomization study.,ALZ_T2DM,3,Genetic variants associated with the Appendicular lean mass were obtained from a large genome-wide association study (GWAS) and utilized as instrumental variables (IVs).
38762444,Appendicular lean mass and the risk of stroke and Alzheimer's disease: a mendelian randomization study.,ALZ_T2DM,4,Summary-level data for stroke and AD were generated from the corresponding GWASs.
38762444,Appendicular lean mass and the risk of stroke and Alzheimer's disease: a mendelian randomization study.,ALZ_T2DM,5,"We used random-effect inverse-variance weighted (IVW) as the main method for estimating causal effects, complemented by several sensitivity analyses, including the weighted median, MR-Egger, and MR-pleiotropy residual sum and outlier (MR-PRESSO) methods."
38762444,Appendicular lean mass and the risk of stroke and Alzheimer's disease: a mendelian randomization study.,ALZ_T2DM,6,"Multivariable analysis was further conducted to adjust for confounding factors, including body mass index (BMI), type 2 diabetes mellitus (T2DM), low density lipoprotein-C (LDL-C), and atrial fibrillation (AF)."
38762444,Appendicular lean mass and the risk of stroke and Alzheimer's disease: a mendelian randomization study.,ALZ_T2DM,7,"RESULTS: The present MR study present MR study indicated significant inverse associations of genetically predicted Appendicular lean mass with any ischemic stroke ([AIS], odds ratio [OR], 0.93; 95% confidence interval [CI], 0.89-0.97; P = 0.002) and AD (OR, 090; 95% CI 0.85-0.96; P = 0.001)."
38762444,Appendicular lean mass and the risk of stroke and Alzheimer's disease: a mendelian randomization study.,ALZ_T2DM,8,"Regarding the subtypes of AIS, genetically predicted Appendicular lean mass was related to the risk of large artery stroke ([LAS], OR, 0.86; 95% CI 0.77-0.95; P = 0.005) and small vessel stroke ([SVS], OR, 0.80; 95% CI 0.73-0.89; P < 0.001)."
38762444,Appendicular lean mass and the risk of stroke and Alzheimer's disease: a mendelian randomization study.,ALZ_T2DM,9,"Regarding multivariable MR analysis, Appendicular lean mass retained the stable effect on AIS when adjusting for BMI, LDL-C, and AF, while a suggestive association was observed after adjusting for T2DM."
38762444,Appendicular lean mass and the risk of stroke and Alzheimer's disease: a mendelian randomization study.,ALZ_T2DM,10,"And the estimated effect of Appendicular lean mass on LAS was significant after adjustment for BMI and AF, while a suggestive association was found after adjusting for T2DM and LDL-C."
38762444,Appendicular lean mass and the risk of stroke and Alzheimer's disease: a mendelian randomization study.,ALZ_T2DM,11,"Besides, the estimated effects of ALM were still significant on SVS and AD after adjustment for BMI, T2DM, LDL-C, and AF."
38762444,Appendicular lean mass and the risk of stroke and Alzheimer's disease: a mendelian randomization study.,ALZ_T2DM,12,CONCLUSIONS: The two-sample MR analysis two-sample MR analysis indicated that genetically predicted Appendicular lean mass was negatively related to AIS and AD.
38762444,Appendicular lean mass and the risk of stroke and Alzheimer's disease: a mendelian randomization study.,ALZ_T2DM,13,And the subgroup analysis of AIS revealed a negative causal effect of genetically predicted Appendicular lean mass on LAS or SVS.
38762444,Appendicular lean mass and the risk of stroke and Alzheimer's disease: a mendelian randomization study.,ALZ_T2DM,14,Future studies are required to further investigate the underlying mechanisms.
33548021,"Impact of Intensive Glucose Control on Brain Health: Meta-Analysis of Cumulative Data from 16,584 Patients with Type 2 Diabetes Mellitus.",ALZ_T2DM,0,"INTRODUCTION: Despite growing evidence that type 2 diabetes is associated with dementia, the question of whether intensive glucose control can prevent or arrest cognitive decline remains unanswered."
33548021,"Impact of Intensive Glucose Control on Brain Health: Meta-Analysis of Cumulative Data from 16,584 Patients with Type 2 Diabetes Mellitus.",ALZ_T2DM,1,"In the analysis reported here, the authors explored the effect of intensive glucose control versus standard care on brain health, including structural abnormalities of the brain (atrophy, white matter hyperintensities, lacunar infarction, and cerebral microbleeds), cognitive dysfunction, and risk of dementia."
33548021,"Impact of Intensive Glucose Control on Brain Health: Meta-Analysis of Cumulative Data from 16,584 Patients with Type 2 Diabetes Mellitus.",ALZ_T2DM,2,"METHODS: the authors searched the PubMed and Embase databases, the Web of Science website, and the Clinicaltrial.gov registry for studies published in English prior to July 2020."
33548021,"Impact of Intensive Glucose Control on Brain Health: Meta-Analysis of Cumulative Data from 16,584 Patients with Type 2 Diabetes Mellitus.",ALZ_T2DM,3,Only studies with a randomized controlled trial (RCT) design were considered.
33548021,"Impact of Intensive Glucose Control on Brain Health: Meta-Analysis of Cumulative Data from 16,584 Patients with Type 2 Diabetes Mellitus.",ALZ_T2DM,4,"the authors analyzed structural abnormalities of the brain (atrophy, white matter hyperintensities, lacunar infarction, and cerebral microbleeds), cognitive function (cognitive impairment, executive function, memory, attention, and information-processing speed), and dementia (Alzheimer's disease, vascular dementia, and mixed dementia)."
33548021,"Impact of Intensive Glucose Control on Brain Health: Meta-Analysis of Cumulative Data from 16,584 Patients with Type 2 Diabetes Mellitus.",ALZ_T2DM,5,"RESULTS: Six studies (5 different RCTs) with 16,584 participants were included in this meta-analysis."
33548021,"Impact of Intensive Glucose Control on Brain Health: Meta-Analysis of Cumulative Data from 16,584 Patients with Type 2 Diabetes Mellitus.",ALZ_T2DM,6,One study that compared structural changes between groups receiving intensive versus conventional glucose control measures reported non-significant results.
33548021,"Impact of Intensive Glucose Control on Brain Health: Meta-Analysis of Cumulative Data from 16,584 Patients with Type 2 Diabetes Mellitus.",ALZ_T2DM,7,"The results of the five studies, comprising four cohorts, indicated a significantly poorer decline in cognitive function in the intensive glucose control group (β - 0.03, 95% confidence interval [CI] - 0.05 to - 0.02) than in the conventional glucose control group."
33548021,"Impact of Intensive Glucose Control on Brain Health: Meta-Analysis of Cumulative Data from 16,584 Patients with Type 2 Diabetes Mellitus.",ALZ_T2DM,8,"Further subgroup analysis showed a significant difference in the change in cognitive performance in composite cognitive function (β - 0.03, 95% CI - 0.05 to - 0.01) and memory (β - 0.13, 95% CI - 0.25 to - 0.02)."
33548021,"Impact of Intensive Glucose Control on Brain Health: Meta-Analysis of Cumulative Data from 16,584 Patients with Type 2 Diabetes Mellitus.",ALZ_T2DM,9,"One trial evaluated the prevalence of cognitive impairment and dementia between groups receiving intensive and conventional glucose control, respectively, and the differences were insignificant."
33548021,"Impact of Intensive Glucose Control on Brain Health: Meta-Analysis of Cumulative Data from 16,584 Patients with Type 2 Diabetes Mellitus.",ALZ_T2DM,10,"CONCLUSION: meta-analysis meta-analysis suggests that intensive glucose control in patients with type 2 diabetes can slow down cognitive decline, especially the decline in composite cognition and memory function."
33548021,"Impact of Intensive Glucose Control on Brain Health: Meta-Analysis of Cumulative Data from 16,584 Patients with Type 2 Diabetes Mellitus.",ALZ_T2DM,11,"However, further studies are necessary to confirm the impact of strict glucose control on structural abnormalities in the brain and the risk of dementia."
30355995,Type 2 Diabetes Mellitus and Alzheimer's Disease: Role of Insulin Signalling and Therapeutic Implications.,ALZ_T2DM,0,"In the last two decades, numerous in vitro studies demonstrated that insulin receptors and insulin receptors downstream pathways are widely distributed throughout the brain."
30355995,Type 2 Diabetes Mellitus and Alzheimer's Disease: Role of Insulin Signalling and Therapeutic Implications.,ALZ_T2DM,1,evidence evidence has proven that; at variance with previous believes; insulin/insulin-like-growth-factor (IGF) signalling plays a crucial role in the regulation of different central nervous system (CNS) tasks.
30355995,Type 2 Diabetes Mellitus and Alzheimer's Disease: Role of Insulin Signalling and Therapeutic Implications.,ALZ_T2DM,2,The most important of functions functions include: synaptic formation; neuronal plasticity; learning; memory; neuronal stem cell activation; neurite growth and repair.
30355995,Type 2 Diabetes Mellitus and Alzheimer's Disease: Role of Insulin Signalling and Therapeutic Implications.,ALZ_T2DM,3,Therefore; dysfunction at different levels of insulin signalling and metabolism can contribute to the development of a number of brain disorders.
30355995,Type 2 Diabetes Mellitus and Alzheimer's Disease: Role of Insulin Signalling and Therapeutic Implications.,ALZ_T2DM,4,Growing evidences demonstrate a close relationship between Type 2 Diabetes Mellitus (T2DM) and neurodegenerative disorders such as Alzheimer's disease.
30355995,Type 2 Diabetes Mellitus and Alzheimer's Disease: Role of Insulin Signalling and Therapeutic Implications.,ALZ_T2DM,5,"Type 2 Diabetes Mellitus (T2DM) in fact, share many pathophysiological characteristics comprising impaired insulin sensitivity, amyloid β accumulation, tau hyper-phosphorylation, brain vasculopathy, inflammation and oxidative stress."
30355995,Type 2 Diabetes Mellitus and Alzheimer's Disease: Role of Insulin Signalling and Therapeutic Implications.,ALZ_T2DM,6,"In article article, we will review the clinical and experimental evidences linking insulin resistance, T2DM and neurodegeneration, with the objective to specifically focus on insulin signalling-related mechanisms."
30355995,Type 2 Diabetes Mellitus and Alzheimer's Disease: Role of Insulin Signalling and Therapeutic Implications.,ALZ_T2DM,7,we will also evaluate the pharmacological we targeting T2DM as potential therapeutic tools in patients with cognitive impairment.
36359767,"Empagliflozin Induced Ketosis, Upregulated IGF-1/Insulin Receptors and the Canonical Insulin Signaling Pathway in Neurons, and Decreased the Excitatory Neurotransmitter Glutamate in the Brain of Non-Diabetics.",ALZ_T2DM,0,"Sodium-glucose cotransporter-2 inhibitors (SGLT2is), such as empagliflozin, lower blood glucose in type 2 diabetes mellitus and improve cardiorenal outcomes regardless of diabetes presence."
36359767,"Empagliflozin Induced Ketosis, Upregulated IGF-1/Insulin Receptors and the Canonical Insulin Signaling Pathway in Neurons, and Decreased the Excitatory Neurotransmitter Glutamate in the Brain of Non-Diabetics.",ALZ_T2DM,1,Whether Sodium-glucose cotransporter-2 inhibitors exert any effects on the brain's metabolism has not been studied.
36359767,"Empagliflozin Induced Ketosis, Upregulated IGF-1/Insulin Receptors and the Canonical Insulin Signaling Pathway in Neurons, and Decreased the Excitatory Neurotransmitter Glutamate in the Brain of Non-Diabetics.",ALZ_T2DM,2,We conducted a single-arm clinical trial to investigate the effects of once daily administration of oral empagliflozin (25 mg) for 14 days on systemic and brain metabolism in 21 non-diabetics aged 55 years old or older.
36359767,"Empagliflozin Induced Ketosis, Upregulated IGF-1/Insulin Receptors and the Canonical Insulin Signaling Pathway in Neurons, and Decreased the Excitatory Neurotransmitter Glutamate in the Brain of Non-Diabetics.",ALZ_T2DM,3,"empagliflozin lowered circulating insulin and elevated β-hydroxybutyrate over 34-h periods, both following empagliflozin first administration and after 14 days of daily administration, with minor alterations in glucose homeostasis."
36359767,"Empagliflozin Induced Ketosis, Upregulated IGF-1/Insulin Receptors and the Canonical Insulin Signaling Pathway in Neurons, and Decreased the Excitatory Neurotransmitter Glutamate in the Brain of Non-Diabetics.",ALZ_T2DM,4,"Levels of phosphorylated insulin-like growth factor-1 receptor (pIGF-1R), phosphorylated insulin receptor (pIR), phosphorylated-in-tyrosine insulin receptor substrate-1 (pY-IRS-1), and phosphorylated protein kinase B or AKT (pAKT) were increased in extracellular vesicles enriched for neuronal origin (NEVs) following the first empagliflozin administration, but not after 14 days."
36359767,"Empagliflozin Induced Ketosis, Upregulated IGF-1/Insulin Receptors and the Canonical Insulin Signaling Pathway in Neurons, and Decreased the Excitatory Neurotransmitter Glutamate in the Brain of Non-Diabetics.",ALZ_T2DM,5,Our finding of IGF-1R upregulation in NEVs is promising because several post-mortem and epidemiological studies support the idea that upregulation of IGF signaling may protect against Alzheimer's Alzheimer's disease (AD).
36359767,"Empagliflozin Induced Ketosis, Upregulated IGF-1/Insulin Receptors and the Canonical Insulin Signaling Pathway in Neurons, and Decreased the Excitatory Neurotransmitter Glutamate in the Brain of Non-Diabetics.",ALZ_T2DM,6,"Moreover, our finding showing activation of insulin signaling and, in particular, the canonical pathway (pIR, pY-IRS-1, pAKT) in NEVs is important because such changes have been repeatedly associated with neuronal survival."
36359767,"Empagliflozin Induced Ketosis, Upregulated IGF-1/Insulin Receptors and the Canonical Insulin Signaling Pathway in Neurons, and Decreased the Excitatory Neurotransmitter Glutamate in the Brain of Non-Diabetics.",ALZ_T2DM,7,"Using brain magnetic resonance spectroscopy (MRS), we detected decreased concentrations of the excitatory neurotransmitter glutamate Alzheimer's disease its precursor glutamine after empagliflozin administration."
36359767,"Empagliflozin Induced Ketosis, Upregulated IGF-1/Insulin Receptors and the Canonical Insulin Signaling Pathway in Neurons, and Decreased the Excitatory Neurotransmitter Glutamate in the Brain of Non-Diabetics.",ALZ_T2DM,8,This finding is also encouraging since glutamatergic excitotoxicity has long been implicated in Alzheimer's disease pathology.
36359767,"Empagliflozin Induced Ketosis, Upregulated IGF-1/Insulin Receptors and the Canonical Insulin Signaling Pathway in Neurons, and Decreased the Excitatory Neurotransmitter Glutamate in the Brain of Non-Diabetics.",ALZ_T2DM,9,"Overall, our findings may motivate the repurposing of Sodium-glucose cotransporter-2 inhibitors for use in Alzheimer's disease and other, related diseases that are characterized by downregulation of IGF-1/insulin signaling in neurons and excitotoxicity."
31992349,Amyloid beta and diabetic pathology cooperatively stimulate cytokine expression in an Alzheimer's mouse model.,ALZ_T2DM,0,"BACKGROUND: Diabetes is a risk factor for developing Alzheimer's disease (AD); however, the mechanism by which Diabetes can promote Alzheimer's disease pathology remains unknown."
31992349,Amyloid beta and diabetic pathology cooperatively stimulate cytokine expression in an Alzheimer's mouse model.,ALZ_T2DM,1,"Diabetes results in diverse molecular changes in the brain, including dysregulation of glucose metabolism and loss of cerebrovascular homeostasis."
31992349,Amyloid beta and diabetic pathology cooperatively stimulate cytokine expression in an Alzheimer's mouse model.,ALZ_T2DM,2,"Although these molecular changes have been associated with increased Aβ pathology and increased expression of glial activation markers in APPswe/PS1dE9 (APP/PS1) mice, there has been limited characterization, to date, of the neuroinflammatory changes associated with diabetic conditions."
31992349,Amyloid beta and diabetic pathology cooperatively stimulate cytokine expression in an Alzheimer's mouse model.,ALZ_T2DM,3,"METHODS: To more fully elucidate neuroinflammatory neuroinflammatory changes associated with Diabetes that may drive Alzheimer's disease pathology, we combined the APP/PS1 mouse model with either high-fat diet (HFD, a model of pre-diabetes), the genetic db/db model of type 2 diabetes, or the streptozotocin (STZ) model of type 1 diabetes."
31992349,Amyloid beta and diabetic pathology cooperatively stimulate cytokine expression in an Alzheimer's mouse model.,ALZ_T2DM,4,researchers then used a multiplexed immunoassay to quantify cortical changes in cytokine proteins.
31992349,Amyloid beta and diabetic pathology cooperatively stimulate cytokine expression in an Alzheimer's mouse model.,ALZ_T2DM,5,"RESULTS: researchers analysis revealed that pathology associated with either db/db, HFD, or STZ models yielded upregulation of a broad profile of cytokines, including chemokines (e.g., MIP-1α, MIP-1β, and MCP-1) and pro-inflammatory cytokines, including IL-1α, IFN-γ, and IL-3."
31992349,Amyloid beta and diabetic pathology cooperatively stimulate cytokine expression in an Alzheimer's mouse model.,ALZ_T2DM,6,"Moreover, multivariate partial least squares regression analysis showed that combined diabetic-APP/PS1 models yielded cooperatively enhanced expression of the cytokine profile associated with each diabetic model alone."
31992349,Amyloid beta and diabetic pathology cooperatively stimulate cytokine expression in an Alzheimer's mouse model.,ALZ_T2DM,7,"Finally, in APP/PS1xdb/db mice, researchers found that circulating levels of Aβ1-40, Aβ1-42, glucose, and insulin all correlated with cytokine expression in the brain, suggesting a strong relationship between peripheral changes and brain pathology."
31992349,Amyloid beta and diabetic pathology cooperatively stimulate cytokine expression in an Alzheimer's mouse model.,ALZ_T2DM,8,"CONCLUSIONS: Altogether, researchers multiplexed analysis of cytokines shows that Alzheimer's disease and diabetic pathologies cooperate to enhance profiles of cytokines reported to be involved in both diseases."
31992349,Amyloid beta and diabetic pathology cooperatively stimulate cytokine expression in an Alzheimer's mouse model.,ALZ_T2DM,9,"Moreover, since many of the identified cytokines promote neuronal injury, Aβ and tau pathology, and breakdown of the blood-brain barrier, researchers data suggest that neuroinflammation may mediate the effects of Diabetes on Alzheimer's disease pathogenesis."
31992349,Amyloid beta and diabetic pathology cooperatively stimulate cytokine expression in an Alzheimer's mouse model.,ALZ_T2DM,10,"Therefore, strategies targeting neuroinflammatory signaling, as well as metabolic control, may provide a promising strategy for intervening in the development Alzheimer's disease Diabetes AD."
30684218,Mechanisms Associated with Type 2 Diabetes as a Risk Factor for Alzheimer-Related Pathology.,ALZ_T2DM,0,Current evidence suggests dementia and pathology in Alzheimer's Disease (AD) are both dependent and independent of amyloid processing and can be induced by multiple 'hits' on vital neuronal functions.
30684218,Mechanisms Associated with Type 2 Diabetes as a Risk Factor for Alzheimer-Related Pathology.,ALZ_T2DM,1,Type 2 diabetes (T2D) poses the most important risk factor for developing AD after ageing and dysfunctional IR/PI3K/Akt signalling is a major contributor in both diseases.
30684218,Mechanisms Associated with Type 2 Diabetes as a Risk Factor for Alzheimer-Related Pathology.,ALZ_T2DM,2,"We developed a model of T2D, coupling subdiabetogenic doses of streptozotocin (STZ) with a human junk food (HJF) diet to more closely mimic the human condition."
